job_title,location,city_tier,experience_level,experience_years_mid,company_size,remote,skills_required,salary_lpa,posted_date
Backend Developer,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Mid-size,True,"Python, AWS, Docker, Node.js",12.9,2026-07-03
DevOps Engineer,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"CI/CD, AWS, Linux, Docker",13.9,2026-07-03
Cloud Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"AWS, Docker, Kubernetes, Linux",27.1,2026-07-03
Business Analyst,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Excel, Statistics",33.8,2026-07-03
Data Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Airflow, Python, SQL, AWS",14.4,2026-07-03
Frontend Developer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"HTML/CSS, JavaScript, TypeScript, React",9.8,2026-07-03
Software Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Java, System Design, Python, SQL",15.5,2026-07-03
Software Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Startup,False,"Java, Python, System Design, Git, SQL, Prompt Engineering",24.8,2026-07-03
QA Engineer,Kanpur,Tier-3,Senior (6-10 yrs),8.0,Enterprise,False,"Manual Testing, SQL, Selenium",14.6,2026-07-03
Data Scientist,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"SQL, Machine Learning, NLP, Python, Deep Learning, Vector Databases",25.9,2026-07-03
Data Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Python, Spark, SQL, AWS",19.0,2026-07-03
Data Analyst,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"Statistics, Power BI, SQL, Tableau",13.2,2026-07-03
ML Engineer,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"MLOps, AWS, Python, Deep Learning",19.5,2026-07-03
Data Analyst,Jaipur,Tier-2,Lead (10+ yrs),13.0,Startup,False,"Python, Tableau, Statistics",20.2,2026-07-03
Frontend Developer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Mid-size,True,"React, TypeScript, HTML/CSS",9.9,2026-07-04
Cloud Engineer,Kanpur,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"Linux, Docker, AWS, Azure, Kubernetes",27.0,2026-07-04
Backend Developer,Indore,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Docker, SQL, Node.js",13.0,2026-07-04
Product Manager,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Startup,True,"Statistics, Communication, SQL, Excel",20.5,2026-07-04
Backend Developer,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Docker, Python, Node.js",21.9,2026-07-04
Data Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,True,"AWS, Python, Spark, SQL, Airflow, LangChain",19.3,2026-07-04
ML Engineer,Guwahati,Tier-3,Senior (6-10 yrs),8.0,Mid-size,False,"Deep Learning, Python, Machine Learning",22.5,2026-07-04
Data Engineer,Jaipur,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Spark, Airflow, AWS",35.1,2026-07-04
Frontend Developer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"JavaScript, TypeScript, HTML/CSS, React",10.2,2026-07-04
Frontend Developer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"TypeScript, React, HTML/CSS",24.5,2026-07-04
QA Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"SQL, Manual Testing, Python, Selenium",23.8,2026-07-04
Cloud Engineer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"AWS, Docker, Linux",15.2,2026-07-04
Business Analyst,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Statistics, SQL, Communication, Excel, Power BI",33.9,2026-07-04
Cloud Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Azure, AWS, Kubernetes",22.2,2026-07-04
Data Scientist,Kanpur,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"Python, NLP, Machine Learning, LangGraph",29.8,2026-07-04
DevOps Engineer,Bhopal,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"AWS, Kubernetes, CI/CD, Linux",25.7,2026-07-04
Software Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Python, Java, Git, SQL, System Design",35.2,2026-07-04
Data Scientist,Indore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"SQL, Deep Learning, Python, Statistics, Prompt Engineering",17.4,2026-07-04
Frontend Developer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Startup,False,"HTML/CSS, React, JavaScript, TypeScript",27.4,2026-07-04
Data Analyst,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Tableau, Python, SQL, Power BI",26.2,2026-07-04
Cloud Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"AWS, Docker, Kubernetes, Azure",17.7,2026-07-04
Data Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Spark, SQL, AWS, Python",38.3,2026-07-04
Software Engineer,Indore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"System Design, Git, SQL, Java",17.0,2026-07-04
Product Manager,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"SQL, Communication, Excel",20.4,2026-07-04
Backend Developer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"AWS, SQL, Python",13.1,2026-07-05
Data Analyst,Nagpur,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"Tableau, Excel, Statistics, Python",6.4,2026-07-05
Business Analyst,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Statistics, Excel",32.3,2026-07-05
Product Manager,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Agile, Statistics, Excel, Communication",16.6,2026-07-05
Product Manager,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Excel, Communication, Agile, SQL, Statistics",13.2,2026-07-05
Frontend Developer,Guwahati,Tier-3,Senior (6-10 yrs),8.0,Startup,True,"HTML/CSS, TypeScript, JavaScript",12.8,2026-07-05
Frontend Developer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"React, JavaScript, HTML/CSS, TypeScript",9.3,2026-07-05
Data Analyst,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"SQL, Power BI, Python, Excel",10.7,2026-07-05
Backend Developer,Indore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Python, Docker, AWS",28.7,2026-07-05
Business Analyst,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Communication, SQL, Power BI, Excel",11.1,2026-07-05
Data Analyst,Pune,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Power BI, Tableau, Python, Excel, Statistics",21.7,2026-07-05
Frontend Developer,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,True,"TypeScript, React, JavaScript, HTML/CSS",8.8,2026-07-05
Data Scientist,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Machine Learning, Python, SQL",15.1,2026-07-05
Cloud Engineer,Kanpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,False,"Azure, AWS, Linux, Kubernetes, Docker",20.2,2026-07-05
Business Analyst,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Excel, Power BI, Statistics",17.4,2026-07-05
DevOps Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Kubernetes, AWS, CI/CD, Linux",23.3,2026-07-05
QA Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"Manual Testing, SQL, Selenium",26.3,2026-07-05
Data Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"Spark, Python, AWS, Airflow, Prompt Engineering",17.9,2026-07-05
Business Analyst,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Power BI, Statistics, Excel",20.8,2026-07-05
Cloud Engineer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Docker, AWS, Linux, Kubernetes",17.7,2026-07-05
Software Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Enterprise,True,"Git, Java, SQL, System Design",27.1,2026-07-05
Business Analyst,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,True,"Power BI, Excel, Communication, SQL",9.5,2026-07-05
ML Engineer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"AWS, Machine Learning, MLOps",19.0,2026-07-05
QA Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"SQL, Manual Testing, Selenium",11.2,2026-07-05
Cloud Engineer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Enterprise,True,"Azure, Docker, Kubernetes, Linux",19.5,2026-07-05
Data Scientist,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Machine Learning, SQL, Deep Learning, Python, NLP",20.7,2026-07-05
Frontend Developer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"JavaScript, React, HTML/CSS",21.0,2026-07-06
Backend Developer,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Node.js, SQL, Docker",10.9,2026-07-06
ML Engineer,Kanpur,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Python, Machine Learning, Docker, MLOps, Deep Learning",23.9,2026-07-06
Product Manager,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"Statistics, Communication, Agile",19.2,2026-07-06
ML Engineer,Nagpur,Tier-3,Lead (10+ yrs),13.0,Startup,True,"Docker, Deep Learning, Machine Learning, AWS, MLOps",27.8,2026-07-06
Backend Developer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"SQL, Python, Docker, AWS, Node.js",21.6,2026-07-06
Frontend Developer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"JavaScript, HTML/CSS, React",19.6,2026-07-06
DevOps Engineer,Nagpur,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"AWS, Docker, CI/CD, Linux, Kubernetes",12.9,2026-07-06
Business Analyst,Pune,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, Excel, Power BI, Communication, Statistics",11.4,2026-07-06
Backend Developer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"AWS, SQL, Node.js",17.9,2026-07-06
ML Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Deep Learning, Machine Learning, AWS, Prompt Engineering",50.1,2026-07-06
QA Engineer,Bhopal,Tier-3,Lead (10+ yrs),13.0,Enterprise,True,"SQL, Python, Manual Testing",21.2,2026-07-06
DevOps Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Kubernetes, Docker, CI/CD",18.1,2026-07-06
Data Engineer,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Python, Spark, SQL, Airflow",17.0,2026-07-06
Product Manager,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Enterprise,True,"Agile, SQL, Excel, Statistics, Communication",20.2,2026-07-06
Product Manager,Pune,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Excel, Communication, Statistics, SQL",16.1,2026-07-06
Frontend Developer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,True,"JavaScript, HTML/CSS, React, TypeScript",9.9,2026-07-06
Business Analyst,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Excel, Statistics, Power BI",26.1,2026-07-06
Product Manager,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Communication, Agile, Excel",16.8,2026-07-06
Software Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Startup,True,"Java, SQL, Git, System Design, Vector Databases",23.7,2026-07-06
QA Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Selenium, Manual Testing, SQL, Python",8.8,2026-07-07
Product Manager,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"Agile, SQL, Statistics",21.9,2026-07-07
Product Manager,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"Statistics, Excel, SQL, Agile, Communication",19.4,2026-07-07
Data Analyst,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,True,"SQL, Python, Statistics, Tableau, Power BI",24.0,2026-07-07
Backend Developer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"AWS, SQL, Docker, Node.js",15.6,2026-07-07
Data Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Spark, Airflow, SQL, AWS",40.9,2026-07-07
Cloud Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Docker, AWS, Linux, Azure",26.8,2026-07-07
Product Manager,Nagpur,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Communication, SQL, Excel, Statistics, Agile",12.8,2026-07-07
Cloud Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Docker, Azure, Kubernetes",35.7,2026-07-07
Software Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Python, Java, SQL, System Design, Git, RAG",11.1,2026-07-07
Business Analyst,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"Statistics, SQL, Communication, Power BI, Excel",14.1,2026-07-07
Backend Developer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,True,"AWS, Python, SQL, Node.js",15.1,2026-07-07
Cloud Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Linux, Kubernetes, Docker, Azure, AWS",28.5,2026-07-07
Frontend Developer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"HTML/CSS, JavaScript, React, TypeScript",13.2,2026-07-07
Backend Developer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,True,"Docker, AWS, Node.js, Python",27.8,2026-07-07
DevOps Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"CI/CD, Kubernetes, Linux, Docker",25.6,2026-07-07
Data Scientist,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Machine Learning, Python, SQL, Statistics",22.5,2026-07-07
Cloud Engineer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"AWS, Linux, Kubernetes, Docker",34.5,2026-07-07
Data Engineer,Indore,Tier-2,Fresher (0-1 yrs),0.5,Startup,True,"Airflow, Python, SQL, Spark, AWS",14.0,2026-07-07
Frontend Developer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"TypeScript, JavaScript, HTML/CSS",10.8,2026-07-07
Frontend Developer,Pune,Tier-1,Junior (1-3 yrs),2.0,Mid-size,True,"JavaScript, TypeScript, React",11.0,2026-07-07
Frontend Developer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"HTML/CSS, TypeScript, React, JavaScript",29.2,2026-07-07
DevOps Engineer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Kubernetes, AWS, CI/CD, Linux, Docker",17.1,2026-07-07
Data Scientist,Indore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"SQL, Statistics, Python, Deep Learning, Prompt Engineering",18.6,2026-07-08
Data Analyst,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Tableau, Statistics, Excel, Python",6.4,2026-07-08
Backend Developer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Docker, AWS, Python, Node.js",36.8,2026-07-08
DevOps Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"CI/CD, Linux, Docker",16.3,2026-07-08
Product Manager,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Agile, Excel, SQL, Statistics",40.1,2026-07-08
DevOps Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,False,"AWS, Linux, Kubernetes, Docker, CI/CD",36.0,2026-07-08
Software Engineer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, System Design, Git, Java, Python",8.5,2026-07-08
Frontend Developer,Kanpur,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,False,"HTML/CSS, React, JavaScript, TypeScript",8.7,2026-07-08
Data Analyst,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"Tableau, Python, SQL, Excel",18.3,2026-07-08
Data Engineer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"SQL, Airflow, Python, LangGraph",12.1,2026-07-08
Data Scientist,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Mid-size,True,"SQL, Python, Deep Learning, Statistics, Machine Learning",15.2,2026-07-08
Backend Developer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"AWS, Python, SQL",25.0,2026-07-08
DevOps Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,True,"Docker, Kubernetes, AWS, Linux, CI/CD",20.8,2026-07-08
Business Analyst,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Statistics, SQL, Communication, Excel",9.1,2026-07-08
Software Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"System Design, Git, Java, Python",19.0,2026-07-08
Data Analyst,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"Power BI, Python, Statistics",25.7,2026-07-08
DevOps Engineer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Startup,True,"Linux, AWS, Kubernetes, Docker, CI/CD",26.6,2026-07-08
DevOps Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"CI/CD, Linux, Kubernetes",18.1,2026-07-08
Data Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"Python, Airflow, AWS, SQL, Vector Databases",26.0,2026-07-08
Data Scientist,Ranchi,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"NLP, SQL, Statistics, Deep Learning",13.9,2026-07-08
Cloud Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"AWS, Docker, Kubernetes",21.4,2026-07-08
Software Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Git, Java, Python, SQL",13.2,2026-07-08
Cloud Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Docker, AWS, Azure, Linux, Kubernetes",28.4,2026-07-08
Cloud Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"AWS, Azure, Docker",26.2,2026-07-08
Cloud Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"Docker, Linux, Kubernetes, Azure, AWS",18.8,2026-07-08
ML Engineer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Python, AWS, MLOps, Prompt Engineering",22.0,2026-07-08
Software Engineer,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, System Design, SQL",9.8,2026-07-08
Data Analyst,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Power BI, Tableau, Excel, Python",23.1,2026-07-08
Frontend Developer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"React, JavaScript, HTML/CSS, TypeScript",8.6,2026-07-08
DevOps Engineer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, CI/CD, Linux",18.3,2026-07-09
Software Engineer,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"SQL, Python, Java, Git, System Design, Vector Databases",18.0,2026-07-09
Data Analyst,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Python, SQL, Statistics",23.5,2026-07-09
Frontend Developer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"HTML/CSS, JavaScript, TypeScript, React",15.3,2026-07-09
Software Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Git, System Design, Java, Python, SQL",15.1,2026-07-09
Data Scientist,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"Python, NLP, Deep Learning, SQL, LLM Fine-tuning",16.0,2026-07-09
QA Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Manual Testing, Python, Selenium, SQL",8.6,2026-07-09
Frontend Developer,Indore,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"TypeScript, HTML/CSS, React, JavaScript",17.4,2026-07-09
ML Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Docker, Deep Learning, MLOps, AWS, Machine Learning",37.1,2026-07-09
Data Analyst,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Statistics, Excel, Tableau, Python",11.3,2026-07-09
Frontend Developer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Startup,True,"HTML/CSS, TypeScript, JavaScript, React",10.5,2026-07-09
Frontend Developer,Bhopal,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"React, JavaScript, HTML/CSS",7.2,2026-07-09
Data Analyst,Guwahati,Tier-3,Lead (10+ yrs),13.0,Startup,False,"Excel, Python, Tableau, Power BI",17.8,2026-07-09
Data Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Airflow, AWS, Python, SQL",32.8,2026-07-09
Data Scientist,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Python, SQL, Machine Learning, Deep Learning, LangGraph",16.1,2026-07-09
DevOps Engineer,Indore,Tier-2,Senior (6-10 yrs),8.0,Startup,True,"Kubernetes, Docker, Linux, CI/CD",20.9,2026-07-09
ML Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Deep Learning, AWS, MLOps, Python, Machine Learning, LLM Fine-tuning",21.7,2026-07-09
Business Analyst,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,True,"Power BI, Communication, SQL, Statistics, Excel",10.4,2026-07-09
Product Manager,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"SQL, Agile, Statistics, Communication",26.1,2026-07-09
Data Scientist,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Machine Learning, SQL, NLP, Python, LangGraph",18.9,2026-07-09
Software Engineer,Kanpur,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"Git, System Design, Java, Python, LLM Fine-tuning",22.0,2026-07-09
Business Analyst,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Statistics, Power BI, SQL, Communication",18.3,2026-07-09
QA Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Python, Manual Testing, SQL",15.0,2026-07-09
Data Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Spark, Airflow, Python",22.7,2026-07-09
DevOps Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Kubernetes, Linux, AWS",17.8,2026-07-09
Software Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Java, Git, Python",17.5,2026-07-09
ML Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Startup,True,"Machine Learning, Docker, AWS",18.3,2026-07-09
Cloud Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"Azure, Kubernetes, AWS, Docker",22.5,2026-07-09
Business Analyst,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Mid-size,True,"Excel, Communication, Statistics, Power BI",10.8,2026-07-09
Product Manager,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Mid-size,True,"Excel, Agile, Communication",16.0,2026-07-10
DevOps Engineer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Linux, Kubernetes",23.9,2026-07-10
ML Engineer,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Deep Learning, MLOps, AWS, Docker, Machine Learning, RAG",23.4,2026-07-10
Business Analyst,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Communication, SQL, Statistics, Excel, Power BI",13.6,2026-07-10
Data Engineer,Bhopal,Tier-3,Lead (10+ yrs),13.0,Enterprise,True,"SQL, Airflow, Spark",25.1,2026-07-10
Data Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Spark, Airflow, SQL, Python, LLM Fine-tuning",36.9,2026-07-10
Software Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Startup,False,"System Design, Git, Python",29.7,2026-07-10
Data Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"AWS, Spark, Airflow",31.7,2026-07-10
Backend Developer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Docker, Node.js, SQL",35.5,2026-07-10
DevOps Engineer,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Startup,True,"CI/CD, Docker, Linux, Kubernetes",11.9,2026-07-10
QA Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Manual Testing, Python, SQL, Selenium",27.9,2026-07-10
Software Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"Java, System Design, Python",17.5,2026-07-10
Software Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"System Design, SQL, Git, Java, LangChain",16.7,2026-07-10
Software Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"System Design, Git, SQL, Python",12.9,2026-07-10
Product Manager,Mumbai,Tier-1,Lead (10+ yrs),13.0,Startup,False,"SQL, Statistics, Communication, Excel, Agile",34.2,2026-07-10
Frontend Developer,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"HTML/CSS, React, JavaScript, TypeScript",8.6,2026-07-10
Backend Developer,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Mid-size,True,"Node.js, Docker, SQL",9.7,2026-07-10
Data Analyst,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Python, Power BI, SQL, Statistics, Excel",8.5,2026-07-10
Software Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"SQL, System Design, Java, Python",22.4,2026-07-10
Cloud Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Linux, Docker, AWS",16.9,2026-07-10
Frontend Developer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"JavaScript, React, HTML/CSS, TypeScript",28.2,2026-07-10
Backend Developer,Guwahati,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Python, Docker, AWS, SQL",16.4,2026-07-10
Cloud Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Kubernetes, Azure, Docker, Linux, AWS",22.4,2026-07-10
Data Engineer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Spark, SQL, Python, Airflow, LangGraph",18.3,2026-07-10
Data Analyst,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Startup,False,"Power BI, Python, Tableau",19.9,2026-07-10
