job_title,location,city_tier,experience_level,experience_years_mid,company_size,remote,skills_required,salary_lpa,posted_date,cluster,pca_x,pca_y
Business Analyst,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,True,"Excel, SQL, Power BI, Statistics, Communication",25.3,2026-01-31,0,-1.2293744540164138,-1.05148838218595
Data Analyst,Indore,Tier-2,Lead (10+ yrs),13.0,Startup,False,"SQL, Statistics, Tableau",22.8,2026-01-31,0,-0.677003161363675,-0.32987528508409614
QA Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"Python, Manual Testing, Selenium, SQL",19.1,2026-01-31,3,-0.5433531840911712,0.8844988948686637
Business Analyst,Indore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Communication, Excel, Statistics, Power BI, SQL",9.6,2026-01-31,0,-1.2293744540164138,-1.05148838218595
QA Engineer,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Selenium, Python, Manual Testing, SQL",15.8,2026-01-31,3,-0.5433531840911712,0.8844988948686637
Data Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Python, SQL, Airflow",17.9,2026-01-31,1,-0.4304414850278966,0.7279305348339171
Frontend Developer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"TypeScript, React, HTML/CSS",9.6,2026-01-31,2,0.1809388779693719,-0.6180476935402122
Data Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Airflow, Spark, Python, SQL, AWS",25.6,2026-01-31,1,-0.010899793881321937,0.9636744355625101
Business Analyst,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Excel, Statistics, SQL, Communication",9.9,2026-01-31,0,-1.0633951716325336,-0.8795605336049682
Frontend Developer,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"JavaScript, HTML/CSS, TypeScript, React",19.7,2026-01-31,2,0.20368822205144316,-0.7368220004017421
Business Analyst,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Power BI, SQL, Statistics, Excel",15.9,2026-01-31,0,-1.0410917086851463,-0.7850699323372254
Data Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"Spark, AWS, SQL, Airflow",28.3,2026-01-31,1,0.12154575761614929,0.3308275129289596
Frontend Developer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"TypeScript, React, JavaScript, HTML/CSS",8.6,2026-01-31,2,0.20368822205144316,-0.7368220004017421
Business Analyst,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"Statistics, Communication, SQL",15.6,2026-01-31,0,-0.8010125452821248,-0.5706456389808102
Data Engineer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Spark, AWS, Airflow, Python, Prompt Engineering",36.7,2026-01-31,1,-0.012639142844926649,0.9827266409393277
Data Analyst,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"SQL, Python, Excel",18.0,2026-01-31,0,-0.6942696343006041,0.31032685652238834
Frontend Developer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"React, TypeScript, JavaScript, HTML/CSS",19.9,2026-01-31,2,0.20368822205144316,-0.7368220004017421
DevOps Engineer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Kubernetes, Linux",24.0,2026-01-31,4,1.1163232480531196,-0.412549772295445
Software Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"Python, SQL, System Design, LangGraph",15.3,2026-01-31,6,-0.4773820165767373,0.7427166056661804
Cloud Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Kubernetes, Linux, Docker, Azure",13.8,2026-01-31,4,1.243446633915819,-0.6035047676275447
Business Analyst,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Statistics, Excel, Communication, Power BI, SQL",9.2,2026-01-31,0,-1.2293744540164138,-1.05148838218595
Backend Developer,Bhopal,Tier-3,Fresher (0-1 yrs),0.5,Startup,True,"AWS, SQL, Python",8.8,2026-01-31,1,-0.013662924200958187,0.7486651962549916
Software Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Enterprise,True,"SQL, Python, Java, System Design, Git, LLM Fine-tuning",26.6,2026-01-31,6,-0.5620646065684439,0.953023727677177
Frontend Developer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"JavaScript, TypeScript, HTML/CSS",20.2,2026-01-31,2,0.1811331358190148,-0.6190238880120692
Software Engineer,Guwahati,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"Java, SQL, Git",7.4,2026-01-31,6,-0.38526428129066004,0.1966548989734097
Business Analyst,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"Statistics, Communication, Power BI",16.2,2026-01-31,0,-0.5546652440452248,-0.9916694577677355
Data Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Airflow, AWS, Spark, Python, SQL, LangGraph",29.9,2026-01-31,1,-0.013085232376102623,0.9817175014851424
Data Analyst,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Statistics, Excel, Tableau, SQL, Python",7.0,2026-01-31,0,-1.0718313392115553,-0.005943257074703778
Frontend Developer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"TypeScript, HTML/CSS, JavaScript",11.0,2026-01-31,2,0.1811331358190148,-0.6190238880120692
Software Engineer,Bhopal,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Python, Git, Java, RAG",11.3,2026-01-31,6,-0.10666557579586353,0.5977408786879612
Software Engineer,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"SQL, Java, System Design, Git, LangGraph",15.8,2026-01-31,6,-0.43075928991720214,0.32012975349304373
Business Analyst,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, Statistics, Excel, Power BI",7.2,2026-02-01,0,-1.0410917086851463,-0.7850699323372254
ML Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, Machine Learning, MLOps, Deep Learning",24.3,2026-02-01,7,0.06507413025234457,0.5906530829596783
Business Analyst,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Communication, Statistics, Excel",9.3,2026-02-01,0,-0.6510685880117535,-1.128656503810912
Software Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Python, SQL, Java, Prompt Engineering",17.1,2026-02-01,6,-0.47647615853387015,0.7430947558158104
Cloud Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"AWS, Linux, Docker",26.3,2026-02-01,4,1.228851879260747,-0.2675462459713312
Business Analyst,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Statistics, Communication, Power BI, Excel, SQL",14.9,2026-02-01,0,-1.2293744540164138,-1.05148838218595
Backend Developer,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Docker, Node.js, Python, AWS",18.2,2026-02-01,1,0.838482354438115,0.5978228614803845
Data Scientist,Indore,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"SQL, Deep Learning, Python, NLP, Statistics",11.7,2026-02-01,5,-0.7690331956403216,0.44597678149854036
Backend Developer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Startup,True,"Docker, AWS, Python",22.9,2026-02-01,1,0.8032159605424096,0.5049238391991728
Backend Developer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"Python, Docker, SQL",17.8,2026-02-01,1,-0.027334706827607663,0.6245963642966712
DevOps Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Kubernetes, Docker, Linux, CI/CD, AWS",42.6,2026-02-01,4,1.6666460388166409,-0.47571213905078036
Product Manager,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Agile, Excel, Communication, SQL",41.1,2026-02-01,0,-0.8366228245231828,-0.7112074431618645
Frontend Developer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"React, JavaScript, TypeScript, HTML/CSS",9.4,2026-02-01,2,0.20368822205144316,-0.7368220004017421
DevOps Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Startup,False,"CI/CD, Linux, Docker, AWS",31.2,2026-02-01,4,1.3746223689016808,-0.3360632258767915
Data Analyst,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Statistics, Python, Power BI",30.2,2026-02-01,5,-0.4988280502114284,-0.09240408528546068
Data Scientist,Indore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Statistics, NLP, SQL, Vector Databases",14.7,2026-02-01,5,-0.65189606468433,-0.2546594231307889
ML Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Machine Learning, AWS, Python, Docker, Deep Learning",23.9,2026-02-01,7,0.8340008447026095,0.6762961651717836
DevOps Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Linux, CI/CD, Kubernetes",22.6,2026-02-01,4,0.8438696539448162,-0.6104901973093504
DevOps Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Kubernetes, Linux, CI/CD, AWS",29.7,2026-02-01,4,1.2620937376940533,-0.4810667522009052
Data Engineer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Enterprise,False,"Python, SQL, Airflow, AWS",21.7,2026-02-01,1,-0.012217401278659584,0.8573539799423623
Data Engineer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Airflow, SQL, Python",14.7,2026-02-01,1,-0.4304414850278966,0.7279305348339171
Software Engineer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"SQL, System Design, Git, Java, Python, LLM Fine-tuning",17.2,2026-02-01,6,-0.5620646065684439,0.953023727677177
Software Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"SQL, System Design, Git, Java, Python",30.4,2026-02-01,6,-0.5610194029198926,0.9349336102039619
DevOps Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"AWS, CI/CD, Kubernetes, Docker",28.0,2026-02-01,4,1.3734556715957746,-0.33608897651382663
QA Engineer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Selenium, Python, SQL, Manual Testing",6.1,2026-02-01,3,-0.5433531840911712,0.8844988948686637
Business Analyst,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Communication, Power BI, Excel, SQL",25.4,2026-02-01,0,-0.9160861105182805,-0.7608663645408685
Software Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, Git, System Design",13.2,2026-02-01,6,-0.3857240498023512,0.197285888277965
Frontend Developer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Startup,False,"React, HTML/CSS, TypeScript, JavaScript",27.6,2026-02-02,2,0.20368822205144316,-0.7368220004017421
Backend Developer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Docker, SQL, Node.js, AWS, Python",15.3,2026-02-02,1,0.4261557708173348,0.8469188316863282
Data Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Startup,True,"Spark, Python, SQL, Airflow, AWS",16.3,2026-02-02,1,-0.010899793881321937,0.9636744355625101
Product Manager,Lucknow,Tier-2,Lead (10+ yrs),13.0,Startup,False,"SQL, Communication, Excel, Agile, Statistics",28.4,2026-02-02,0,-1.149911168021316,-1.0018294608069462
Backend Developer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Docker, Node.js",34.3,2026-02-02,1,0.14037723856556902,0.08464846394433251
DevOps Engineer,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Kubernetes, Docker, CI/CD, AWS, Linux",13.3,2026-02-02,4,1.6666460388166409,-0.47571213905078036
Backend Developer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Node.js, Docker, AWS, Python",21.1,2026-02-02,1,0.838482354438115,0.5978228614803845
Cloud Engineer,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Azure, AWS, Linux",11.9,2026-02-02,4,0.9650947466275086,-0.33978702249523557
Business Analyst,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Statistics, Communication, SQL, Power BI",8.7,2026-02-02,0,-0.966991827666005,-0.742573487561792
Software Engineer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Mid-size,True,"Java, SQL, Python, Git, LangChain",23.0,2026-02-02,6,-0.5198264001998658,0.8491135378441773
Product Manager,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"Statistics, Excel, SQL, Communication, Agile",22.5,2026-02-02,0,-1.149911168021316,-1.0018294608069462
Business Analyst,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Power BI, Statistics, Communication, Excel",12.2,2026-02-02,0,-0.8170478703956336,-1.3005843523918936
ML Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"AWS, Python, Machine Learning",25.6,2026-02-02,7,0.4148307443498789,0.5854952667048822
Data Engineer,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Enterprise,True,"Airflow, SQL, Python, Spark, AWS, LLM Fine-tuning",21.7,2026-02-02,1,-0.011944997529873255,0.9817645530357252
Data Scientist,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Statistics, Deep Learning, NLP, SQL, LangChain",17.5,2026-02-02,5,-0.6387042115545849,-0.16725842489779275
Software Engineer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"SQL, Git, System Design, Python, Java",12.0,2026-02-02,6,-0.5610194029198926,0.9349336102039619
ML Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"AWS, Docker, Python, MLOps",26.3,2026-02-02,7,0.8570656309639693,0.5540588152456377
Business Analyst,Indore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"SQL, Excel, Power BI, Communication, Statistics",14.9,2026-02-02,0,-1.2293744540164138,-1.05148838218595
Data Engineer,Nagpur,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Spark, AWS, SQL",19.3,2026-02-02,1,0.12010023469385069,0.22213872924158884
Cloud Engineer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Azure, Linux, Docker, Kubernetes",15.4,2026-02-02,4,1.243446633915819,-0.6035047676275447
Data Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Airflow, Python, Spark, AWS, SQL, Prompt Engineering",24.9,2026-02-02,1,-0.012639142844926649,0.9827266409393277
Software Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Enterprise,True,"System Design, Git, Java, Python",13.1,2026-02-02,6,-0.1486928192991124,0.6858376399980183
Data Analyst,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Python, Tableau, Statistics",10.4,2026-02-02,5,-0.39712212924036605,0.05387566734351068
Product Manager,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Communication, Statistics, Excel, SQL, Agile",14.3,2026-02-02,0,-1.149911168021316,-1.0018294608069462
Frontend Developer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"HTML/CSS, TypeScript, React, JavaScript",7.7,2026-02-02,2,0.20368822205144316,-0.7368220004017421
Data Analyst,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Statistics, Tableau, Excel, Power BI",7.6,2026-02-02,0,-0.6930384864771838,-1.0598139984951795
Data Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Spark, SQL, Airflow, Python, AWS, Vector Databases",29.5,2026-02-02,1,-0.01159041519265877,0.9813314388835078
Backend Developer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Mid-size,False,"AWS, Node.js, SQL, Python, Docker",18.9,2026-02-02,1,0.4261557708173348,0.8469188316863282
Software Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Java, Python, SQL, Git, System Design, Prompt Engineering",10.2,2026-02-02,6,-0.5627587518834973,0.9539858155807793
QA Engineer,Nagpur,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"Manual Testing, SQL, Selenium, Python",19.8,2026-02-02,3,-0.5433531840911712,0.8844988948686637
Business Analyst,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"SQL, Communication, Statistics",12.8,2026-02-02,0,-0.8010125452821248,-0.5706456389808102
Frontend Developer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"JavaScript, React, TypeScript, HTML/CSS",7.9,2026-02-02,2,0.20368822205144316,-0.7368220004017421
DevOps Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Startup,False,"AWS, Kubernetes, Linux, Docker",35.3,2026-02-02,4,1.520875549175707,-0.4071951591453201
Product Manager,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"Statistics, Agile, Excel, Communication",17.7,2026-02-02,0,-0.7375845844005358,-1.2509254310128894
Product Manager,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Agile, Excel, Statistics",15.2,2026-02-02,0,-0.5493018390692682,-0.984506981164165
Backend Developer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Startup,False,"AWS, Node.js, Docker, SQL, Python",29.8,2026-02-02,1,0.4261557708173348,0.8469188316863282
QA Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Manual Testing, Python, SQL, Selenium",26.0,2026-02-03,3,-0.5433531840911712,0.8844988948686637
Data Engineer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,True,"Python, Airflow, SQL, Spark",19.2,2026-02-03,1,-0.4291238776305589,0.8342509904540648
Cloud Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Linux, Azure, AWS, Docker, Kubernetes",21.8,2026-02-03,4,1.661670717665056,-0.47408132251909957
Software Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"Git, Python, Java, LangChain",14.1,2026-02-03,6,-0.10749981657908561,0.6000175676382338
Backend Developer,Bhopal,Tier-3,Junior (1-3 yrs),2.0,Startup,False,"Node.js, SQL, Python",7.9,2026-02-03,1,-0.3966206140544898,0.712140773427758
ML Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"MLOps, Machine Learning, AWS, LangGraph",29.5,2026-02-03,7,0.5989405277741291,0.01982638604042891
Data Scientist,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"SQL, NLP, Deep Learning",24.0,2026-02-03,5,-0.323299300644717,0.10375187651007162
Frontend Developer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"React, JavaScript, TypeScript, HTML/CSS",10.3,2026-02-03,2,0.20368822205144316,-0.7368220004017421
Cloud Engineer,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"AWS, Kubernetes, Azure",16.2,2026-02-03,4,0.9639280493216023,-0.33981277313227076
Product Manager,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"Statistics, Agile, Communication, SQL, Excel",20.9,2026-02-03,0,-1.149911168021316,-1.0018294608069462
Frontend Developer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"React, TypeScript, JavaScript, HTML/CSS",9.2,2026-02-03,2,0.20368822205144316,-0.7368220004017421
Data Scientist,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"Statistics, Deep Learning, Python, NLP",26.1,2026-02-03,5,-0.35670661201954124,0.19688081129259677
Business Analyst,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Power BI, Communication, SQL, Excel",7.9,2026-02-03,0,-0.9160861105182805,-0.7608663645408685
Data Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"AWS, Python, SQL, LangChain",33.1,2026-02-03,1,-0.015779491612692848,0.7682769124922088
DevOps Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"CI/CD, Linux, AWS, Kubernetes",30.4,2026-02-03,4,1.2620937376940533,-0.4810667522009052
QA Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Selenium, Python, SQL, Manual Testing",31.8,2026-02-03,3,-0.5433531840911712,0.8844988948686637
Frontend Developer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"JavaScript, HTML/CSS, React, TypeScript",32.4,2026-02-03,2,0.20368822205144316,-0.7368220004017421
Backend Developer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Startup,False,"Node.js, Python, Docker, SQL, AWS",26.2,2026-02-03,1,0.4261557708173348,0.8469188316863282
Backend Developer,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"AWS, Node.js, SQL, Docker, Python",15.4,2026-02-03,1,0.4261557708173348,0.8469188316863282
Cloud Engineer,Ranchi,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,False,"Kubernetes, AWS, Linux",13.3,2026-02-03,4,1.1163232480531196,-0.412549772295445
Product Manager,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,True,"SQL, Agile, Excel",17.0,2026-02-03,0,-0.6483400791919152,-0.4447889933131399
ML Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"MLOps, AWS, Machine Learning, Python, Prompt Engineering",36.0,2026-02-03,7,0.4669410658078339,0.6536824481281645
Software Engineer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Git, SQL, System Design",11.3,2026-02-04,6,-0.3857240498023512,0.197285888277965
Backend Developer,Jaipur,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Python, AWS, Docker",24.3,2026-02-04,1,0.8032159605424096,0.5049238391991728
DevOps Engineer,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Linux, CI/CD, Kubernetes, AWS, Docker",20.1,2026-02-04,4,1.6666460388166409,-0.47571213905078036
Cloud Engineer,Kanpur,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,False,"Docker, Azure, Linux, Kubernetes, AWS",15.0,2026-02-04,4,1.661670717665056,-0.47408132251909957
Business Analyst,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Communication, SQL, Statistics, Power BI",7.9,2026-02-04,0,-0.966991827666005,-0.742573487561792
Data Scientist,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"SQL, Machine Learning, Statistics, Python, NLP",20.5,2026-02-04,5,-0.7674839099404076,0.446456536837598
Data Analyst,Guwahati,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"SQL, Tableau, Power BI, Excel",14.0,2026-02-04,0,-0.7920767265998309,-0.5200960106441543
Cloud Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Docker, AWS, Linux, Azure",21.8,2026-02-04,4,1.3696470477500962,-0.33443240934511065
QA Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"Manual Testing, SQL, Selenium",14.9,2026-02-04,3,-0.4109076325937,0.25165197223511326
Software Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"System Design, Java, Python, SQL, Prompt Engineering",35.7,2026-02-04,6,-0.5197857286656316,0.8485265444128122
Data Scientist,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"SQL, Deep Learning, NLP, Prompt Engineering",28.8,2026-02-04,5,-0.32503864960832174,0.12280408188688907
Frontend Developer,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"HTML/CSS, TypeScript, React, JavaScript",17.2,2026-02-04,2,0.20368822205144316,-0.7368220004017421
Business Analyst,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"SQL, Excel, Power BI, Statistics",10.0,2026-02-04,0,-1.0410917086851463,-0.7850699323372254
Data Scientist,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Machine Learning, NLP, Python, Deep Learning, LangGraph",44.7,2026-02-04,5,-0.029436622086131875,0.591471935516145
Business Analyst,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Startup,False,"Communication, Power BI, SQL, Statistics, Excel",21.7,2026-02-04,0,-1.2293744540164138,-1.05148838218595
Business Analyst,Kanpur,Tier-3,Lead (10+ yrs),13.0,Enterprise,True,"Statistics, Power BI, Communication, SQL, Excel",22.1,2026-02-04,0,-1.2293744540164138,-1.05148838218595
Product Manager,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Excel, Communication, Agile, Statistics, SQL",38.2,2026-02-04,0,-1.149911168021316,-1.0018294608069462
Data Scientist,Pune,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Deep Learning, NLP, Machine Learning, SQL, LangChain",34.3,2026-02-04,5,-0.3092487831263948,0.20928963340312312
Product Manager,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Statistics, Agile, Communication",18.9,2026-02-04,0,-0.475201958050127,-0.9420105363887316
Cloud Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"AWS, Linux, Docker, Kubernetes, Azure",37.4,2026-02-04,4,1.661670717665056,-0.47408132251909957
Software Engineer,Jaipur,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Git, SQL, Java, Python",24.5,2026-02-04,6,-0.5177098327881312,0.8295018216069602
ML Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Docker, MLOps, AWS, Machine Learning, RAG",24.5,2026-02-04,7,1.0043959407629848,0.02447296055486614
Frontend Developer,Lucknow,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"React, TypeScript, HTML/CSS",27.8,2026-02-04,2,0.1809388779693719,-0.6180476935402122
Frontend Developer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,True,"HTML/CSS, JavaScript, TypeScript, React",11.5,2026-02-04,2,0.20368822205144316,-0.7368220004017421
QA Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"SQL, Selenium, Manual Testing, Python",17.9,2026-02-04,3,-0.5433531840911712,0.8844988948686637
Data Analyst,Jaipur,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Tableau, Statistics, Python",26.3,2026-02-04,5,-0.8094487128611464,0.30297163754945433
Data Scientist,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Python, SQL, Machine Learning, Statistics, NLP",24.0,2026-02-04,5,-0.7674839099404076,0.446456536837598
ML Engineer,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Startup,True,"Deep Learning, AWS, Machine Learning, MLOps",34.6,2026-02-04,7,0.6157437654990529,0.08722960543457314
Backend Developer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Docker, Python, Node.js, AWS, SQL",12.7,2026-02-04,1,0.4261557708173348,0.8469188316863282
Cloud Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Docker, AWS, Azure",40.7,2026-02-04,4,1.07645668052923,-0.19480924680815698
Business Analyst,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"SQL, Excel, Communication, Statistics, Power BI",14.7,2026-02-04,0,-1.2293744540164138,-1.05148838218595
